717, 20.90, 757, 1, 415, 10
710, 20.90, 757, 1, 415, 20
715, 20.90, 757, 1, 415, 30
711, 20.90, 757, 1, 414, 40
713, 20.90, 757, 1, 415, 50
712, 20.90, 757, 1, 415, 60
711, 20.90, 757, 1, 415, 70
708, 20.90, 757, 1, 415, 80
702, 20.90, 757, 1, 415, 90
511, 20.90, 756, 1, 415, 100
704, 20.90, 757, 1, 415, 110
713, 20.90, 757, 1, 415, 120
711, 20.90, 757, 1, 415, 130
718, 20.90, 757, 1, 415, 140
713, 20.90, 756, 1, 415, 150
700, 20.90, 757, 1, 415, 160
701, 20.90, 756, 1, 415, 170
716, 20.90, 756, 1, 415, 180
700, 20.90, 757, 1, 415, 190
714, 20.90, 757, 1, 415, 200
720, 20.90, 757, 1, 415, 210
710, 20.90, 757, 1, 415, 220
701, 20.90, 757, 1, 415, 230
715, 20.90, 757, 1, 414, 240
717, 20.90, 757, 1, 415, 250
716, 20.90, 757, 1, 415, 260
702, 20.90, 757, 1, 415, 270
701, 20.90, 757, 1, 415, 280
704, 20.90, 757, 0, 415, 290
712, 20.90, 757, 0, 415, 300
711, 20.90, 757, 0, 415, 310
700, 20.90, 756, 0, 415, 320
696, 20.90, 757, 0, 415, 330
693, 20.90, 757, 0, 415, 340
712, 20.90, 757, 0, 415, 350
700, 20.90, 756, 0, 415, 360
693, 20.90, 757, 0, 415, 370
712, 20.90, 757, 0, 415, 380
702, 20.90, 756, 0, 415, 390
700, 20.90, 757, 0, 415, 400
712, 20.90, 757, 0, 415, 410
707, 20.90, 756, 0, 415, 420
694, 20.90, 756, 0, 415, 430
708, 20.90, 756, 0, 414, 440
712, 20.90, 757, 0, 415, 450
694, 20.90, 757, 0, 415, 460
693, 20.90, 757, 0, 415, 470
693, 20.90, 757, 0, 415, 480
695, 20.90, 757, 0, 415, 490
702, 20.90, 756, 0, 415, 500
709, 20.90, 756, 0, 415, 510
713, 20.90, 756, 0, 415, 520
706, 20.90, 756, 0, 415, 530
698, 20.58, 757, 0, 415, 540
695, 20.90, 756, 0, 415, 550
693, 20.90, 756, 0, 415, 560
700, 20.90, 757, 0, 414, 570
706, 20.90, 757, 0, 415, 580
703, 20.58, 756, 0, 415, 590
709, 20.90, 757, 0, 414, 600
710, 20.58, 757, 0, 415, 610
692, 20.90, 757, 0, 415, 620
708, 20.90, 757, 0, 415, 630
713, 20.90, 757, 0, 414, 640
694, 20.58, 756, 0, 415, 650
712, 20.58, 757, 0, 415, 660
693, 20.90, 757, 0, 415, 670
709, 20.90, 757, 0, 415, 680
707, 20.58, 757, 0, 415, 690
694, 20.90, 756, 0, 415, 700
703, 20.90, 757, 0, 415, 710
708, 20.90, 757, 0, 415, 720
707, 20.90, 756, 0, 415, 730
694, 20.90, 756, 0, 415, 740
711, 20.58, 757, 0, 415, 750
693, 20.90, 757, 0, 414, 760
712, 20.90, 756, 0, 415, 770
691, 20.90, 756, 0, 415, 780
714, 20.90, 757, 0, 415, 790
702, 20.58, 756, 0, 415, 800
704, 20.90, 757, 0, 415, 810
701, 20.90, 757, 0, 415, 820
705, 20.90, 757, 0, 415, 830
699, 20.90, 756, 0, 415, 840
713, 20.90, 757, 0, 415, 850
690, 20.58, 757, 0, 415, 860
699, 20.58, 757, 1, 415, 870
694, 20.90, 757, 1, 415, 880
704, 20.58, 757, 1, 415, 890
686, 20.90, 756, 1, 415, 900
703, 20.58, 756, 1, 415, 910
698, 20.58, 757, 1, 415, 920
689, 20.58, 757, 1, 415, 930
705, 20.58, 756, 1, 415, 940
690, 20.58, 757, 1, 415, 950
689, 20.58, 757, 1, 415, 960
703, 20.58, 757, 1, 415, 970
704, 20.90, 757, 1, 415, 980
696, 20.58, 757, 1, 415, 990
685, 20.58, 757, 1, 415, 1000
696, 20.90, 756, 1, 415, 1010
698, 20.58, 757, 1, 415, 1020
705, 20.58, 757, 1, 415, 1030
702, 20.58, 757, 1, 415, 1040
696, 20.58, 757, 1, 415, 1050
686, 20.90, 756, 1, 415, 1060
686, 20.58, 756, 1, 415, 1070
688, 20.58, 757, 1, 415, 1080
692, 20.90, 757, 1, 415, 1090
690, 20.58, 756, 1, 414, 1100
687, 20.90, 757, 1, 415, 1110
686, 20.90, 757, 1, 415, 1120
688, 20.90, 757, 1, 415, 1130
692, 20.90, 757, 1, 415, 1140
689, 20.90, 757, 1, 415, 1150
694, 20.58, 757, 1, 415, 1160
701, 20.90, 756, 1, 415, 1170
704, 20.58, 756, 1, 415, 1180
705, 20.58, 757, 1, 415, 1190
701, 20.58, 757, 1, 415, 1200
695, 20.58, 757, 1, 415, 1210
691, 20.58, 757, 1, 414, 1220
686, 20.58, 757, 1, 415, 1230
686, 20.58, 757, 1, 415, 1240
686, 20.58, 757, 1, 415, 1250
690, 20.90, 757, 1, 415, 1260
703, 20.58, 757, 1, 415, 1270
691, 20.58, 757, 1, 415, 1280
695, 20.90, 756, 1, 415, 1290
700, 20.90, 756, 1, 415, 1300
695, 20.90, 757, 1, 414, 1310
690, 20.58, 756, 1, 415, 1320
703, 20.58, 757, 1, 415, 1330
703, 20.58, 757, 1, 414, 1340
688, 20.90, 757, 1, 415, 1350
691, 20.58, 757, 1, 415, 1360
706, 20.90, 757, 1, 415, 1370
690, 20.58, 757, 1, 415, 1380
687, 20.90, 757, 1, 415, 1390
701, 20.58, 757, 1, 415, 1400
699, 20.90, 757, 1, 415, 1410
699, 20.90, 757, 1, 414, 1420
686, 20.90, 757, 1, 415, 1430
686, 20.90, 757, 1, 415, 1440
687, 20.58, 757, 1, 414, 1450
703, 20.90, 757, 1, 414, 1460
706, 20.58, 756, 1, 415, 1470
687, 20.90, 756, 1, 415, 1480
700, 20.90, 757, 1, 415, 1490
703, 20.90, 756, 1, 415, 1500
686, 20.90, 756, 1, 415, 1510
706, 20.58, 756, 1, 415, 1520
686, 20.58, 756, 1, 414, 1530
702, 20.90, 757, 1, 415, 1540
702, 20.90, 757, 1, 415, 1550
685, 20.58, 756, 1, 415, 1560
706, 20.90, 757, 1, 415, 1570
688, 20.90, 757, 1, 415, 1580
700, 20.90, 757, 1, 415, 1590
699, 20.58, 757, 1, 415, 1600
705, 20.58, 757, 1, 415, 1610
700, 20.58, 756, 1, 415, 1620
691, 20.58, 756, 1, 415, 1630
686, 20.58, 757, 1, 415, 1640
690, 20.90, 756, 1, 415, 1650
705, 20.58, 757, 1, 415, 1660
694, 20.90, 757, 1, 415, 1670
684, 20.58, 757, 1, 415, 1680
685, 20.58, 757, 1, 415, 1690
690, 20.90, 757, 1, 415, 1700
700, 20.58, 756, 1, 415, 1710
696, 20.58, 757, 1, 414, 1720
690, 20.58, 757, 1, 415, 1730
686, 20.90, 756, 1, 415, 1740
703, 20.90, 756, 1, 415, 1750
705, 20.58, 757, 1, 415, 1760
687, 20.58, 757, 1, 414, 1770
697, 20.90, 757, 1, 415, 1780
703, 20.90, 757, 1, 415, 1790
699, 20.90, 756, 1, 415, 1800
700, 20.58, 757, 1, 415, 1810
677, 20.58, 756, 1, 415, 1820
703, 20.90, 757, 1, 415, 1830
703, 20.58, 757, 1, 415, 1840
697, 20.90, 757, 1, 415, 1850
685, 20.90, 757, 1, 415, 1860
696, 20.90, 756, 1, 415, 1870
690, 20.90, 757, 1, 415, 1880
699, 20.58, 757, 1, 415, 1890
702, 20.90, 757, 1, 415, 1900
683, 20.90, 757, 1, 415, 1910
692, 20.90, 757, 1, 415, 1920
701, 20.58, 757, 1, 415, 1930
683, 20.90, 757, 1, 415, 1940
693, 20.90, 757, 1, 415, 1950
697, 20.58, 757, 1, 415, 1960
689, 20.90, 757, 1, 415, 1970
703, 20.58, 756, 1, 415, 1980
685, 20.90, 756, 1, 415, 1990
699, 20.90, 757, 1, 415, 2000
696, 20.58, 757, 1, 415, 2010
684, 20.90, 757, 1, 415, 2020
697, 20.58, 756, 1, 415, 2030
682, 20.90, 757, 1, 415, 2040
696, 20.58, 757, 1, 415, 2050
702, 20.90, 756, 1, 415, 2060
699, 20.58, 757, 1, 415, 2070
690, 20.90, 756, 1, 415, 2080
684, 20.90, 757, 1, 414, 2090
685, 20.90, 757, 1, 415, 2100
700, 20.90, 757, 1, 415, 2110
701, 20.90, 756, 1, 415, 2120
701, 20.90, 757, 1, 415, 2130
691, 20.90, 757, 1, 415, 2140
695, 20.90, 757, 1, 415, 2150
686, 20.90, 757, 1, 415, 2160
698, 20.90, 757, 1, 415, 2170
703, 20.90, 757, 1, 415, 2180
684, 20.90, 757, 1, 415, 2190
701, 20.90, 757, 1, 415, 2200
684, 20.90, 756, 1, 415, 2210
700, 20.90, 757, 1, 415, 2220
698, 20.90, 757, 1, 415, 2230
681, 20.90, 757, 1, 415, 2240
698, 20.90, 756, 1, 415, 2250
694, 20.90, 756, 1, 414, 2260